ref_ceh;fecha;altura;caudal
2401;29/06/1994;0.05;0.045
2401;30/06/1994;0.05;0.045
2401;01/07/1994;0.06;0.052
2401;02/07/1994;0.05;0.045
2401;03/07/1994;0.05;0.045
2401;04/07/1994;0.07;0.058
2401;05/07/1994;0.03;0.036
2401;06/07/1994;0.04;0.041
2401;07/07/1994;0.04;0.041
2401;08/07/1994;0.04;0.041
2401;09/07/1994;0.07;0.058
2401;10/07/1994;0.66;1.895
2401;11/07/1994;0.44;0.775
2401;12/07/1994;0.08;0.065
2401;13/07/1994;0.08;0.065
2401;14/07/1994;0.08;0.065
2401;15/07/1994;0.08;0.065
2401;16/07/1994;0.04;0.041
2401;17/07/1994;0.02;0.032
2401;18/07/1994;0.85;3.463
2401;19/07/1994;0.1;0.078
2401;20/07/1994;0.06;0.052
2401;21/07/1994;0.06;0.052
2401;22/07/1994;0.05;0.045
2401;23/07/1994;0.2;0.186
2401;24/07/1994;1.14;7.281
2401;25/07/1994;1.15;7.448
2401;26/07/1994;0.94;4.448
2401;27/07/1994;0.08;0.065
2401;28/07/1994;0.08;0.065
2401;29/07/1994;0.08;0.065
2401;30/07/1994;0.1;0.078
2401;31/07/1994;0.44;0.775
2401;01/08/1994;0.47;0.892
2401;02/08/1994;0.29;0.346
2401;03/08/1994;0.14;0.115
2401;04/08/1994;0.05;0.045
2401;05/08/1994;0.28;0.326
2401;06/08/1994;0.6;1.519
2401;07/08/1994;0.69;2.102
2401;08/08/1994;0.67;1.964
2401;09/08/1994;0.28;0.326
2401;10/08/1994;0.16;0.136
2401;11/08/1994;0.37;0.547
2401;12/08/1994;0.61;1.58
2401;13/08/1994;0.68;2.033
2401;14/08/1994;0.73;2.403
2401;15/08/1994;0.74;2.48
2401;16/08/1994;0.57;1.357
2401;17/08/1994;0.17;0.149
2401;18/08/1994;0.15;0.124
2401;19/08/1994;0.14;0.115
2401;20/08/1994;0.05;0.045
2401;21/08/1994;0.06;0.052
2401;22/08/1994;0.07;0.058
2401;23/08/1994;0.07;0.058
2401;24/08/1994;0.07;0.058
2401;25/08/1994;0.07;0.058
2401;26/08/1994;0.07;0.058
2401;27/08/1994;0.07;0.058
2401;28/08/1994;0.34;0.464
2401;29/08/1994;0.66;1.895
2401;30/08/1994;0.33;0.439
2401;31/08/1994;0.17;0.149
2401;01/09/1994;0.14;0.115
2401;02/09/1994;0.07;0.058
2401;03/09/1994;0.34;0.464
2401;04/09/1994;0.56;1.303
2401;05/09/1994;0.62;1.642
2401;06/09/1994;0.24;0.25
2401;07/09/1994;0.11;0.087
2401;08/09/1994;0.11;0.087
2401;09/09/1994;0.11;0.087
2401;10/09/1994;0.06;0.052
2401;11/09/1994;0.12;0.096
2401;12/09/1994;0.6;1.519
2401;13/09/1994;0.6;1.519
2401;14/09/1994;0.6;1.519
2401;15/09/1994;0.6;1.519
2401;16/09/1994;0.6;1.519
2401;17/09/1994;0.59;1.465
2401;18/09/1994;0.6;1.519
2401;19/09/1994;0.62;1.642
2401;20/09/1994;0.37;0.547
2401;21/09/1994;0.13;0.106
2401;22/09/1994;0.13;0.106
2401;23/09/1994;0.12;0.096
2401;24/09/1994;0.1;0.078
2401;25/09/1994;0.16;0.136
2401;26/09/1994;0.72;2.325
2401;27/09/1994;0.7;2.171
2401;28/09/1994;0.66;1.895
2401;29/09/1994;0.63;1.703
2401;30/09/1994;0.59;1.465
2401;01/10/1994;0.7;2.171
2401;02/10/1994;0.71;2.248
2401;03/10/1994;0.71;2.248
2401;04/10/1994;0.71;2.248
2401;05/10/1994;0.71;2.248
2401;06/10/1994;0.7;2.171
2401;07/10/1994;0.69;2.102
2401;08/10/1994;0.37;0.547
2401;09/10/1994;0.65;1.826
2401;10/10/1994;0.63;1.703
2401;11/10/1994;0.62;1.642
2401;12/10/1994;0.5;1.014
2401;13/10/1994;0.59;1.465
2401;14/10/1994;0.68;2.033
2401;15/10/1994;0.36;0.517
2401;16/10/1994;0.39;0.606
2401;17/10/1994;0.62;1.642
2401;18/10/1994;0.65;1.826
2401;19/10/1994;0.64;1.765
2401;20/10/1994;0.66;1.895
2401;21/10/1994;0.66;1.895
2401;22/10/1994;0.54;1.202
2401;23/10/1994;0.51;1.061
2401;24/10/1994;0.65;1.826
2401;25/10/1994;0.7;2.171
2401;26/10/1994;0.68;2.033
2401;27/10/1994;0.71;2.248
2401;28/10/1994;0.7;2.171
2401;29/10/1994;0.69;2.102
2401;30/10/1994;0.68;2.033
2401;31/10/1994;0.62;1.642
2401;01/11/1994;0.57;1.357
2401;02/11/1994;0.6;1.519
2401;03/11/1994;0.62;1.642
2401;04/11/1994;0.62;1.642
2401;05/11/1994;0.65;1.826
2401;06/11/1994;0.66;1.895
2401;07/11/1994;0.67;1.964
2401;08/11/1994;0.68;2.033
2401;09/11/1994;0.68;2.033
2401;10/11/1994;0.68;2.033
2401;11/11/1994;0.71;2.248
2401;12/11/1994;0.74;2.48
2401;13/11/1994;0.74;2.48
2401;14/11/1994;0.75;2.557
2401;15/11/1994;0.74;2.48
2401;16/11/1994;0.66;1.895
2401;17/11/1994;0.61;1.58
2401;18/11/1994;0.6;1.519
2401;19/11/1994;0.31;0.39
2401;20/11/1994;0.39;0.606
2401;21/11/1994;0.63;1.703
2401;22/11/1994;0.28;0.326
2401;23/11/1994;0.26;0.286
2401;24/11/1994;0.5;1.014
2401;25/11/1994;0.58;1.411
2401;26/11/1994;0.25;0.266
2401;27/11/1994;0.46;0.851
2401;28/11/1994;0.51;1.061
2401;29/11/1994;0.52;1.108
2401;30/11/1994;0.5;1.014
2401;01/12/1994;0.64;1.765
2401;02/12/1994;0.61;1.58
2401;03/12/1994;0.6;1.519
2401;04/12/1994;0.32;0.415
2401;05/12/1994;0.66;1.895
2401;06/12/1994;0.68;2.033
2401;07/12/1994;0.76;2.643
2401;08/12/1994;0.78;2.815
2401;09/12/1994;0.76;2.643
2401;10/12/1994;0.74;2.48
2401;11/12/1994;0.76;2.643
2401;12/12/1994;0.79;2.901
2401;13/12/1994;0.77;2.729
2401;14/12/1994;0.77;2.729
2401;15/12/1994;0.77;2.729
2401;16/12/1994;0.77;2.729
2401;17/12/1994;0.77;2.729
2401;18/12/1994;0.75;2.557
2401;19/12/1994;0.75;2.557
2401;20/12/1994;0.75;2.557
2401;21/12/1994;0.74;2.48
2401;22/12/1994;0.74;2.48
2401;23/12/1994;0.74;2.48
2401;24/12/1994;0.74;2.48
2401;25/12/1994;0.73;2.403
2401;26/12/1994;0.72;2.325
2401;27/12/1994;0.72;2.325
2401;28/12/1994;0.73;2.403
2401;29/12/1994;0.75;2.557
2401;30/12/1994;0.76;2.643
2401;31/12/1994;0.78;2.815
2401;01/01/1995;0.78;2.815
2401;02/01/1995;0.78;2.815
2401;03/01/1995;0.77;2.729
2401;04/01/1995;0.78;2.815
2401;05/01/1995;0.79;2.901
2401;06/01/1995;0.78;2.815
2401;07/01/1995;0.78;2.815
2401;08/01/1995;0.78;2.815
2401;09/01/1995;0.78;2.815
2401;10/01/1995;0.77;2.729
2401;11/01/1995;0.81;3.082
2401;12/01/1995;0.81;3.082
2401;13/01/1995;0.81;3.082
2401;14/01/1995;0.81;3.082
2401;15/01/1995;0.56;1.303
2401;16/01/1995;0.6;1.519
2401;17/01/1995;0.7;2.171
2401;18/01/1995;0.7;2.171
2401;19/01/1995;0.74;2.48
2401;20/01/1995;0.76;2.643
2401;21/01/1995;0.72;2.325
2401;22/01/1995;0.63;1.703
2401;23/01/1995;0.81;3.082
2401;24/01/1995;0.7;2.171
2401;25/01/1995;0.7;2.171
2401;26/01/1995;0.7;2.171
2401;27/01/1995;0.56;1.303
2401;28/01/1995;0.51;1.061
2401;29/01/1995;0.51;1.061
2401;30/01/1995;0.51;1.061
2401;31/01/1995;0.51;1.061
2401;01/02/1995;0.45;0.81
2401;02/02/1995;0.51;1.061
2401;03/02/1995;0.64;1.765
2401;04/02/1995;0.45;0.81
2401;05/02/1995;0.78;2.815
2401;06/02/1995;0.78;2.815
2401;07/02/1995;0.77;2.729
2401;08/02/1995;0.79;2.901
2401;09/02/1995;0.77;2.729
2401;10/02/1995;0.76;2.643
2401;11/02/1995;0.77;2.729
2401;12/02/1995;0.77;2.729
2401;13/02/1995;0.78;2.815
2401;14/02/1995;0.76;2.643
2401;15/02/1995;0.79;2.901
2401;16/02/1995;0.79;2.901
2401;17/02/1995;0.81;3.082
2401;18/02/1995;0.78;2.815
2401;19/02/1995;0.77;2.729
2401;20/02/1995;0.77;2.729
2401;21/02/1995;0.76;2.643
2401;22/02/1995;0.76;2.643
2401;23/02/1995;0.75;2.557
2401;24/02/1995;0.75;2.557
2401;25/02/1995;0.74;2.48
2401;26/02/1995;0.76;2.643
2401;27/02/1995;0.75;2.557
2401;28/02/1995;0.76;2.643
2401;01/03/1995;0.78;2.815
2401;02/03/1995;0.8;2.987
2401;03/03/1995;0.8;2.987
2401;04/03/1995;0.8;2.987
2401;05/03/1995;0.8;2.987
2401;06/03/1995;0.82;3.177
2401;07/03/1995;0.81;3.082
2401;08/03/1995;0.8;2.987
2401;09/03/1995;0.79;2.901
2401;10/03/1995;0.8;2.987
2401;11/03/1995;0.8;2.987
2401;12/03/1995;0.8;2.987
2401;13/03/1995;0.8;2.987
2401;14/03/1995;0.75;2.557
2401;15/03/1995;0.68;2.033
2401;16/03/1995;0.69;2.102
2401;17/03/1995;0.65;1.826
2401;18/03/1995;0.73;2.403
2401;19/03/1995;0.73;2.403
2401;20/03/1995;0.73;2.403
2401;21/03/1995;0.72;2.325
2401;22/03/1995;0.69;2.102
2401;23/03/1995;0.66;1.895
2401;24/03/1995;0.67;1.964
2401;25/03/1995;0.69;2.102
2401;26/03/1995;0.7;2.171
2401;27/03/1995;0.7;2.171
2401;28/03/1995;0.7;2.171
2401;29/03/1995;0.7;2.171
2401;30/03/1995;0.7;2.171
2401;31/03/1995;0.7;2.171
2401;01/04/1995;0.75;2.557
2401;02/04/1995;0.84;3.368
2401;03/04/1995;0.84;3.368
2401;04/04/1995;0.82;3.177
2401;05/04/1995;0.7;2.171
2401;06/04/1995;0.62;1.642
2401;07/04/1995;0.38;0.576
2401;08/04/1995;0.16;0.136
2401;09/04/1995;0.16;0.136
2401;10/04/1995;0.16;0.136
2401;11/04/1995;0.16;0.136
2401;12/04/1995;0.16;0.136
2401;13/04/1995;0.16;0.136
2401;14/04/1995;0.16;0.136
2401;15/04/1995;0.16;0.136
2401;16/04/1995;0.16;0.136
2401;17/04/1995;0.16;0.136
2401;18/04/1995;0.16;0.136
2401;19/04/1995;0.16;0.136
2401;20/04/1995;0.16;0.136
2401;21/04/1995;0.16;0.136
2401;22/04/1995;0.15;0.124
2401;23/04/1995;0.15;0.124
2401;24/04/1995;0.15;0.124
2401;25/04/1995;0.16;0.136
2401;26/04/1995;0.16;0.136
2401;27/04/1995;0.16;0.136
2401;28/04/1995;0.16;0.136
2401;29/04/1995;0.16;0.136
2401;30/04/1995;0.16;0.136
2401;01/05/1995;0.16;0.136
2401;02/05/1995;0.16;0.136
2401;03/05/1995;0.16;0.136
2401;04/05/1995;0.16;0.136
2401;05/05/1995;0.15;0.124
2401;06/05/1995;0.16;0.136
2401;07/05/1995;0.16;0.136
2401;08/05/1995;0.16;0.136
2401;09/05/1995;0.18;0.161
2401;10/05/1995;0.19;0.174
2401;11/05/1995;0.19;0.174
2401;12/05/1995;0.18;0.161
2401;13/05/1995;0.18;0.161
2401;14/05/1995;0.18;0.161
2401;15/05/1995;0.17;0.149
2401;16/05/1995;0.61;1.58
2401;17/05/1995;0.7;2.171
2401;18/05/1995;0.6;1.519
2401;19/05/1995;0.79;2.901
2401;20/05/1995;0.66;1.895
2401;21/05/1995;0.4;0.635
2401;22/05/1995;0.57;1.357
2401;23/05/1995;0.4;0.635
2401;24/05/1995;0.16;0.136
2401;25/05/1995;0.16;0.136
2401;26/05/1995;0.16;0.136
2401;27/05/1995;0.16;0.136
2401;28/05/1995;0.16;0.136
2401;29/05/1995;0.16;0.136
2401;30/05/1995;0.15;0.124
2401;31/05/1995;0.15;0.124
2401;01/06/1995;0.15;0.124
2401;02/06/1995;0.15;0.124
2401;03/06/1995;0.15;0.124
2401;04/06/1995;0.14;0.115
2401;05/06/1995;0.14;0.115
2401;06/06/1995;0.14;0.115
2401;07/06/1995;0.14;0.115
2401;08/06/1995;0.13;0.106
2401;09/06/1995;0.12;0.096
2401;10/06/1995;0.12;0.096
2401;11/06/1995;0.12;0.096
2401;12/06/1995;0.12;0.096
2401;13/06/1995;0.25;0.266
2401;14/06/1995;0.26;0.286
2401;15/06/1995;0.27;0.306
2401;16/06/1995;0.34;0.464
2401;17/06/1995;0.41;0.67
2401;18/06/1995;0.41;0.67
2401;19/06/1995;0.37;0.547
2401;20/06/1995;0.18;0.161
2401;21/06/1995;0.18;0.161
2401;22/06/1995;0.18;0.161
2401;23/06/1995;0.18;0.161
2401;24/06/1995;0.18;0.161
2401;25/06/1995;0.18;0.161
2401;26/06/1995;0.23;0.234
2401;27/06/1995;0.28;0.326
2401;28/06/1995;0.37;0.547
2401;29/06/1995;0.41;0.67
2401;30/06/1995;0.41;0.67
2401;01/07/1995;0.41;0.67
2401;02/07/1995;0.41;0.67
2401;03/07/1995;0.53;1.155
2401;04/07/1995;0.69;2.102
2401;05/07/1995;0.38;0.576
2401;06/07/1995;0.12;0.096
2401;07/07/1995;0.12;0.096
2401;08/07/1995;0.12;0.096
2401;09/07/1995;0.13;0.106
2401;10/07/1995;0.16;0.136
2401;11/07/1995;0.2;0.186
2401;12/07/1995;0.21;0.202
2401;13/07/1995;0.19;0.174
2401;14/07/1995;0.18;0.161
2401;15/07/1995;0.17;0.149
2401;16/07/1995;0.18;0.161
2401;17/07/1995;0.18;0.161
2401;18/07/1995;0.2;0.186
2401;19/07/1995;0.19;0.174
2401;20/07/1995;0.17;0.149
2401;21/07/1995;0.16;0.136
2401;22/07/1995;0.13;0.106
2401;23/07/1995;0.13;0.106
2401;24/07/1995;0.14;0.115
2401;25/07/1995;0.15;0.124
2401;26/07/1995;0.22;0.218
2401;27/07/1995;0.21;0.202
2401;28/07/1995;0.19;0.174
2401;29/07/1995;0.17;0.149
2401;30/07/1995;0.14;0.115
2401;31/07/1995;0.11;0.087
2401;01/08/1995;0.18;0.161
2401;02/08/1995;0.18;0.161
2401;03/08/1995;0.17;0.149
2401;04/08/1995;0.17;0.149
2401;05/08/1995;0.16;0.136
2401;06/08/1995;0.14;0.115
2401;07/08/1995;0.13;0.106
2401;08/08/1995;0.14;0.115
2401;09/08/1995;0.16;0.136
2401;10/08/1995;0.18;0.161
2401;11/08/1995;0.18;0.161
2401;12/08/1995;0.17;0.149
2401;13/08/1995;0.15;0.124
2401;14/08/1995;0.17;0.149
2401;15/08/1995;0.3;0.366
2401;16/08/1995;0.32;0.415
2401;17/08/1995;0.17;0.149
2401;18/08/1995;0.15;0.124
2401;19/08/1995;0.12;0.096
2401;20/08/1995;0.1;0.078
2401;21/08/1995;0.11;0.087
2401;22/08/1995;0.13;0.106
2401;23/08/1995;0.16;0.136
2401;24/08/1995;0.17;0.149
2401;25/08/1995;0.17;0.149
2401;26/08/1995;0.16;0.136
2401;27/08/1995;0.16;0.136
2401;28/08/1995;0.27;0.306
2401;29/08/1995;0.2;0.186
2401;30/08/1995;0.2;0.186
2401;31/08/1995;0.19;0.174
2401;01/09/1995;0.18;0.161
2401;02/09/1995;0.17;0.149
2401;03/09/1995;0.24;0.25
2401;04/09/1995;0.59;1.465
2401;05/09/1995;0.22;0.218
2401;06/09/1995;0.16;0.136
2401;07/09/1995;0.15;0.124
2401;08/09/1995;0.16;0.136
2401;09/09/1995;0.16;0.136
2401;10/09/1995;0.16;0.136
2401;11/09/1995;0.16;0.136
2401;12/09/1995;0.17;0.149
2401;13/09/1995;0.17;0.149
2401;14/09/1995;0.17;0.149
2401;15/09/1995;0.17;0.149
2401;16/09/1995;0.17;0.149
2401;17/09/1995;0.18;0.161
2401;18/09/1995;0.46;0.851
2401;19/09/1995;0.34;0.464
2401;20/09/1995;0.34;0.464
2401;21/09/1995;0.34;0.464
2401;22/09/1995;0.34;0.464
2401;23/09/1995;0.29;0.346
2401;24/09/1995;0.51;1.061
2401;25/09/1995;0.61;1.58
2401;26/09/1995;0.61;1.58
2401;27/09/1995;0.47;0.892
2401;28/09/1995;0.46;0.851
2401;29/09/1995;0.42;0.705
2401;30/09/1995;0.15;0.124
2401;01/10/1995;0.17;0.11
2401;02/10/1995;0.34;0.5
2401;03/10/1995;0.36;0.56
2401;04/10/1995;0.34;0.5
2401;05/10/1995;0.34;0.5
2401;06/10/1995;0.3;0.39
2401;07/10/1995;0.15;0.08
2401;08/10/1995;0.16;0.1
2401;09/10/1995;0.24;0.24
2401;10/10/1995;0.3;0.39
2401;11/10/1995;0.32;0.44
2401;12/10/1995;0.23;0.22
2401;13/10/1995;0.17;0.11
2401;14/10/1995;0.17;0.11
2401;15/10/1995;0.2;0.16
2401;16/10/1995;0.35;0.53
2401;17/10/1995;0.36;0.56
2401;18/10/1995;0.33;0.47
2401;19/10/1995;0.35;0.53
2401;20/10/1995;0.33;0.47
2401;21/10/1995;0.14;0.07
2401;22/10/1995;0.15;0.08
2401;23/10/1995;0.4;0.69
2401;24/10/1995;0.32;0.44
2401;25/10/1995;0.39;0.65
2401;26/10/1995;0.4;0.69
2401;27/10/1995;0.39;0.65
2401;28/10/1995;0.17;0.11
2401;29/10/1995;0.16;0.1
2401;30/10/1995;0.39;0.65
2401;31/10/1995;0.41;0.72
2401;01/11/1995;0.19;0.14
2401;02/11/1995;0.38;0.62
2401;03/11/1995;0.41;0.72
2401;04/11/1995;0.2;0.16
2401;05/11/1995;0.19;0.14
2401;06/11/1995;0.45;0.86
2401;07/11/1995;0.45;0.86
2401;08/11/1995;0.53;1.19
2401;09/11/1995;0.59;1.47
2401;10/11/1995;0.61;1.57
2401;11/11/1995;0.61;1.57
2401;12/11/1995;0.61;1.57
2401;13/11/1995;0.65;1.77
2401;14/11/1995;0.69;1.99
2401;15/11/1995;0.69;1.99
2401;16/11/1995;0.68;1.94
2401;17/11/1995;0.68;1.94
2401;18/11/1995;0.72;2.17
2401;19/11/1995;0.76;2.41
2401;20/11/1995;0.75;2.35
2401;21/11/1995;0.75;2.35
2401;22/11/1995;0.74;2.28
2401;23/11/1995;0.73;2.22
2401;24/11/1995;0.75;2.35
2401;25/11/1995;0.75;2.35
2401;26/11/1995;0.75;2.35
2401;27/11/1995;0.27;0.31
2401;28/11/1995;0.75;2.35
2401;29/11/1995;0.77;2.47
2401;30/11/1995;0.76;2.41
2401;01/12/1995;0.76;2.41
2401;02/12/1995;0.76;2.41
2401;03/12/1995;0.76;2.41
2401;04/12/1995;0.76;2.41
2401;05/12/1995;0.75;2.35
2401;06/12/1995;0.63;1.67
2401;07/12/1995;0.62;1.62
2401;08/12/1995;0.65;1.77
2401;09/12/1995;0.64;1.72
2401;10/12/1995;0.58;1.42
2401;11/12/1995;0.6;1.52
2401;12/12/1995;0.63;1.67
2401;13/12/1995;0.62;1.62
2401;14/12/1995;0.62;1.62
2401;15/12/1995;0.61;1.57
2401;16/12/1995;0.55;1.28
2401;17/12/1995;0.41;0.72
2401;18/12/1995;0.52;1.15
2401;19/12/1995;0.61;1.57
2401;20/12/1995;0.66;1.83
2401;21/12/1995;0.67;1.88
2401;22/12/1995;0.66;1.83
2401;23/12/1995;0.56;1.33
2401;24/12/1995;0.55;1.28
2401;25/12/1995;0.6;1.52
2401;26/12/1995;0.64;1.72
2401;27/12/1995;0.75;2.35
2401;28/12/1995;0.74;2.28
2401;29/12/1995;0.73;2.22
2401;30/12/1995;0.66;1.83
2401;31/12/1995;0.62;1.62
2401;01/01/1996;0.63;1.67
2401;02/01/1996;0.63;1.67
2401;03/01/1996;0.63;1.67
2401;04/01/1996;0.64;1.72
2401;05/01/1996;0.64;1.72
2401;06/01/1996;0.64;1.72
2401;07/01/1996;0.68;1.94
2401;08/01/1996;0.74;2.28
2401;09/01/1996;0.77;2.47
2401;10/01/1996;0.8;2.66
2401;11/01/1996;0.81;2.72
2401;12/01/1996;0.8;2.66
2401;13/01/1996;0.78;2.53
2401;14/01/1996;0.67;1.88
2401;15/01/1996;0.61;1.57
2401;16/01/1996;0.62;1.62
2401;17/01/1996;0.62;1.62
2401;18/01/1996;0.62;1.62
2401;19/01/1996;0.62;1.62
2401;20/01/1996;0.62;1.62
2401;21/01/1996;0.64;1.72
2401;22/01/1996;0.71;2.11
2401;23/01/1996;0.83;2.86
2401;24/01/1996;0.83;2.86
2401;25/01/1996;0.82;2.79
2401;26/01/1996;0.82;2.79
2401;27/01/1996;0.82;2.79
2401;28/01/1996;0.81;2.72
2401;29/01/1996;0.78;2.53
2401;30/01/1996;0.74;2.28
2401;31/01/1996;0.75;2.35
2401;01/02/1996;0.74;2.28
2401;02/02/1996;0.73;2.22
2401;03/02/1996;0.75;2.35
2401;04/02/1996;0.75;2.35
2401;05/02/1996;0.74;2.28
2401;06/02/1996;0.72;2.17
2401;07/02/1996;0.67;1.88
2401;08/02/1996;0.59;1.47
2401;09/02/1996;0.7;2.05
2401;10/02/1996;0.67;1.88
2401;11/02/1996;0.58;1.42
2401;12/02/1996;0.57;1.37
2401;13/02/1996;0.53;1.19
2401;14/02/1996;0.61;1.57
2401;15/02/1996;0.63;1.67
2401;16/02/1996;0.54;1.24
2401;17/02/1996;0.48;0.98
2401;18/02/1996;0.32;0.44
2401;19/02/1996;0.44;0.83
2401;20/02/1996;0.63;1.67
2401;21/02/1996;0.63;1.67
2401;22/02/1996;0.65;1.77
2401;23/02/1996;0.65;1.77
2401;24/02/1996;0.69;1.99
2401;25/02/1996;0.7;2.05
2401;26/02/1996;0.69;1.99
2401;27/02/1996;0.68;1.94
2401;28/02/1996;0.68;1.94
2401;29/02/1996;0.67;1.88
2401;01/03/1996;0.68;1.94
2401;02/03/1996;0.68;1.94
2401;03/03/1996;0.68;1.94
2401;04/03/1996;0.67;1.88
2401;05/03/1996;0.68;1.94
2401;06/03/1996;0.67;1.88
2401;07/03/1996;0.68;1.94
2401;08/03/1996;0.68;1.94
2401;09/03/1996;0.68;1.94
2401;10/03/1996;0.7;2.05
2401;11/03/1996;0.72;2.17
2401;12/03/1996;0.7;2.05
2401;13/03/1996;0.71;2.11
2401;14/03/1996;0.72;2.17
2401;15/03/1996;0.72;2.17
2401;16/03/1996;0.72;2.17
2401;17/03/1996;0.72;2.17
2401;18/03/1996;0.72;2.17
2401;19/03/1996;0.72;2.17
2401;20/03/1996;0.72;2.17
2401;21/03/1996;0.73;2.22
2401;22/03/1996;0.73;2.22
2401;23/03/1996;0.74;2.28
2401;24/03/1996;0.74;2.28
2401;25/03/1996;0.74;2.28
2401;26/03/1996;0.74;2.28
2401;27/03/1996;0.73;2.22
2401;28/03/1996;0.74;2.28
2401;29/03/1996;0.74;2.28
2401;30/03/1996;0.74;2.28
2401;31/03/1996;0.74;2.28
2401;01/04/1996;0.74;2.28
2401;02/04/1996;0.73;2.22
2401;03/04/1996;0.73;2.22
2401;04/04/1996;0.73;2.22
2401;05/04/1996;0.74;2.28
2401;06/04/1996;0.73;2.22
2401;07/04/1996;0.72;2.17
2401;08/04/1996;0.69;1.99
2401;09/04/1996;0.65;1.77
2401;10/04/1996;0.74;2.28
2401;11/04/1996;0.83;2.86
2401;12/04/1996;0.83;2.86
2401;13/04/1996;0.83;2.86
2401;14/04/1996;0.84;2.93
2401;15/04/1996;0.83;2.86
2401;16/04/1996;0.83;2.86
2401;17/04/1996;0.83;2.86
2401;18/04/1996;0.82;2.79
2401;19/04/1996;0.82;2.79
2401;20/04/1996;0.82;2.79
2401;21/04/1996;0.83;2.86
2401;22/04/1996;0.83;2.86
2401;23/04/1996;0.83;2.86
2401;24/04/1996;0.82;2.79
2401;25/04/1996;0.82;2.79
2401;26/04/1996;0.72;2.17
2401;27/04/1996;0.67;1.88
2401;28/04/1996;0.73;2.22
2401;29/04/1996;0.75;2.35
2401;30/04/1996;0.63;1.67
2401;01/05/1996;0.68;1.94
2401;02/05/1996;0.83;2.86
2401;03/05/1996;0.72;2.17
2401;04/05/1996;0.52;1.15
2401;05/05/1996;0.5;1.06
2401;06/05/1996;0.55;1.28
2401;07/05/1996;0.63;1.67
2401;08/05/1996;0.79;2.6
2401;09/05/1996;0.77;2.47
2401;10/05/1996;0.78;2.53
2401;11/05/1996;0.78;2.53
2401;12/05/1996;0.77;2.47
2401;13/05/1996;0.69;1.99
2401;14/05/1996;0.64;1.72
2401;15/05/1996;0.47;0.94
2401;16/05/1996;0.65;1.77
2401;17/05/1996;0.8;2.66
2401;18/05/1996;0.82;2.79
2401;19/05/1996;0.81;2.72
2401;20/05/1996;0.8;2.66
2401;21/05/1996;0.8;2.66
2401;22/05/1996;0.75;2.35
2401;23/05/1996;0.7;2.05
2401;24/05/1996;0.63;1.67
2401;25/05/1996;0.48;0.98
2401;26/05/1996;0.65;1.77
2401;27/05/1996;0.72;2.17
2401;28/05/1996;0.57;1.37
2401;29/05/1996;0.62;1.62
2401;30/05/1996;0.45;0.86
2401;31/05/1996;0.53;1.19
2401;01/06/1996;0.53;1.19
2401;02/06/1996;0.7;2.05
2401;03/06/1996;0.64;1.72
2401;04/06/1996;0.42;0.76
2401;05/06/1996;0.26;0.29
2401;06/06/1996;0.18;0.13
2401;07/06/1996;0.15;0.08
2401;08/06/1996;0.12;0.05
2401;09/06/1996;0.16;0.1
2401;10/06/1996;0.63;1.67
2401;11/06/1996;0.58;1.42
2401;12/06/1996;0.69;1.99
2401;13/06/1996;0.68;1.94
2401;14/06/1996;0.59;1.47
2401;15/06/1996;0.19;0.14
2401;16/06/1996;0.26;0.29
2401;17/06/1996;0.6;1.52
2401;18/06/1996;0.54;1.24
2401;19/06/1996;0.24;0.24
2401;20/06/1996;0.21;0.18
2401;21/06/1996;0.2;0.16
2401;22/06/1996;0.35;0.53
2401;23/06/1996;0.62;1.62
2401;24/06/1996;0.42;0.76
2401;25/06/1996;0.33;0.47
2401;26/06/1996;0.47;0.94
2401;27/06/1996;0.48;0.98
2401;28/06/1996;0.48;0.98
2401;29/06/1996;0.42;0.76
2401;30/06/1996;0.5;1.06
2401;01/07/1996;0.62;1.62
2401;02/07/1996;0.3;0.39
2401;03/07/1996;0.2;0.16
2401;04/07/1996;0.19;0.14
2401;05/07/1996;0.19;0.14
2401;06/07/1996;0.18;0.13
2401;07/07/1996;0.31;0.41
2401;08/07/1996;0.65;1.77
2401;09/07/1996;0.38;0.62
2401;10/07/1996;0.37;0.59
2401;11/07/1996;0.3;0.39
2401;12/07/1996;0.25;0.26
2401;13/07/1996;0.24;0.24
2401;14/07/1996;0.31;0.41
2401;15/07/1996;0.66;1.83
2401;16/07/1996;0.3;0.39
2401;17/07/1996;0.18;0.13
2401;18/07/1996;0.16;0.1
2401;19/07/1996;0.13;0.06
2401;20/07/1996;0.12;0.05
2401;21/07/1996;0.4;0.69
2401;22/07/1996;0.32;0.44
2401;23/07/1996;0.2;0.16
2401;24/07/1996;0.18;0.13
2401;25/07/1996;0.16;0.1
2401;26/07/1996;0.16;0.1
2401;27/07/1996;0.28;0.33
2401;28/07/1996;0.59;1.47
2401;29/07/1996;0.58;1.42
2401;30/07/1996;0.37;0.59
2401;31/07/1996;0.3;0.39
2401;01/08/1996;0.27;0.31
2401;02/08/1996;0.26;0.29
2401;03/08/1996;0.25;0.26
2401;04/08/1996;0.25;0.26
2401;05/08/1996;0.34;0.5
2401;06/08/1996;0.2;0.16
2401;07/08/1996;0.18;0.13
2401;08/08/1996;0.29;0.36
2401;09/08/1996;0.59;1.47
2401;10/08/1996;0.59;1.47
2401;11/08/1996;0.59;1.47
2401;12/08/1996;0.5;1.06
